version	upstream_sha	upstream_file	cpp_type	cpp_field	cpp_declared_type	declaration_line	configuration	rust_owner	rust_field	construction_and_publication	mutation_thread	submission_and_completion	destruction_order	null_and_failure	safe_rust_adaptation	mapping_status	translation_status	evidence
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/gpu.hpp	StencilInfo	areDrawContentsValid	bool	1090	all	crates/nuxie-renderer/src/mechanical_port/source/renderer/include/rive/renderer/gpu_hpp.rs	crates/nuxie-renderer/src/mechanical_port/source/renderer/include/rive/renderer/gpu_hpp.rs::stencil_info.are_draw_contents_valid (bool)	Pinned declaration `bool areDrawContentsValid = true;` makes StencilInfo.areDrawContentsValid copied value state. Construct it inside StencilInfo and publish the enclosing owner only after this field's initializer and every earlier field initializer succeed.	StencilInfo.areDrawContentsValid: Only source methods of the enclosing owner may update this value; copy the exact write sites and keep renderer-recording-thread confinement unless the source declares synchronization.	StencilInfo.areDrawContentsValid is copied value state copied into or read while building flush state. Snapshot it before submission when consumed by GPU work; the plain value itself owns no completion resource.	StencilInfo.areDrawContentsValid: This field has no independent heap/native ownership and drops with the enclosing record after later-declared dependents.	StencilInfo.areDrawContentsValid: The declaration does not establish a nullable owner. Preserve its exact default/constructor value and source assertions; conversion or allocation failure must abort enclosing-owner publication.	Translate exactly as bool. Use the concrete bool copied value type with the pinned signedness, width, enum discriminants, and record layout.	prepared	verified	cpp:renderer/include/rive/renderer/gpu.hpp:1090;cpp:renderer/include/rive/renderer/gpu.hpp:1090-1090
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/gpu.hpp	DrawBatch	drawType	const DrawType	1156	all	crates/nuxie-renderer/src/mechanical_port/source/renderer/include/rive/renderer/gpu_hpp.rs	crates/nuxie-renderer/src/mechanical_port/source/renderer/include/rive/renderer/gpu_hpp.rs::draw_batch.draw_type (DrawType)	Pinned declaration `const DrawType drawType;` makes DrawBatch.drawType copied value state. Construct it inside DrawBatch and publish the enclosing owner only after this field's initializer and every earlier field initializer succeed.	DrawBatch.drawType: The declaration is const after construction; only construction or move-publication may establish its value.	DrawBatch.drawType is copied value state copied into or read while building flush state. Snapshot it before submission when consumed by GPU work; the plain value itself owns no completion resource.	DrawBatch.drawType: This field has no independent heap/native ownership and drops with the enclosing record after later-declared dependents.	DrawBatch.drawType: The declaration does not establish a nullable owner. Preserve its exact default/constructor value and source assertions; conversion or allocation failure must abort enclosing-owner publication.	Translate exactly as DrawType. Use the concrete DrawType copied value type with the pinned signedness, width, enum discriminants, and record layout.	prepared	verified	cpp:renderer/include/rive/renderer/gpu.hpp:1156;cpp:renderer/include/rive/renderer/gpu.hpp:1156-1156
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/gpu.hpp	DrawBatch	shaderMiscFlags	ShaderMiscFlags	1157	all	crates/nuxie-renderer/src/mechanical_port/source/renderer/include/rive/renderer/gpu_hpp.rs	crates/nuxie-renderer/src/mechanical_port/source/renderer/include/rive/renderer/gpu_hpp.rs::draw_batch.shader_misc_flags (ShaderMiscFlags bitflags)	Pinned declaration `ShaderMiscFlags shaderMiscFlags;` makes DrawBatch.shaderMiscFlags copied value state. Construct it inside DrawBatch and publish the enclosing owner only after this field's initializer and every earlier field initializer succeed.	DrawBatch.shaderMiscFlags: Only source methods of the enclosing owner may update this value; copy the exact write sites and keep renderer-recording-thread confinement unless the source declares synchronization.	DrawBatch.shaderMiscFlags is copied value state copied into or read while building flush state. Snapshot it before submission when consumed by GPU work; the plain value itself owns no completion resource.	DrawBatch.shaderMiscFlags: This field has no independent heap/native ownership and drops with the enclosing record after later-declared dependents.	DrawBatch.shaderMiscFlags: The declaration does not establish a nullable owner. Preserve its exact default/constructor value and source assertions; conversion or allocation failure must abort enclosing-owner publication.	Translate exactly as ShaderMiscFlags bitflags. Use the exact-width ShaderMiscFlags bitflags newtype, preserving every source bit and bitwise combination without enum narrowing.	prepared	verified	cpp:renderer/include/rive/renderer/gpu.hpp:1157;cpp:renderer/include/rive/renderer/gpu.hpp:1157-1157
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/gpu.hpp	DrawBatch	drawContents	DrawContents	1158	all	crates/nuxie-renderer/src/mechanical_port/source/renderer/include/rive/renderer/gpu_hpp.rs	crates/nuxie-renderer/src/mechanical_port/source/renderer/include/rive/renderer/gpu_hpp.rs::draw_batch.draw_contents (DrawContents)	Pinned declaration `DrawContents drawContents;` makes DrawBatch.drawContents copied value state. Construct it inside DrawBatch and publish the enclosing owner only after this field's initializer and every earlier field initializer succeed.	DrawBatch.drawContents: Only source methods of the enclosing owner may update this value; copy the exact write sites and keep renderer-recording-thread confinement unless the source declares synchronization.	DrawBatch.drawContents is copied value state copied into or read while building flush state. Snapshot it before submission when consumed by GPU work; the plain value itself owns no completion resource.	DrawBatch.drawContents: This field has no independent heap/native ownership and drops with the enclosing record after later-declared dependents.	DrawBatch.drawContents: The declaration does not establish a nullable owner. Preserve its exact default/constructor value and source assertions; conversion or allocation failure must abort enclosing-owner publication.	Translate exactly as DrawContents. Use the concrete DrawContents copied value type with the pinned signedness, width, enum discriminants, and record layout.	prepared	verified	cpp:renderer/include/rive/renderer/gpu.hpp:1158;cpp:renderer/include/rive/renderer/gpu.hpp:1158-1158
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/gpu.hpp	DrawBatch	elementCount	uint32_t	1163	all	crates/nuxie-renderer/src/mechanical_port/source/renderer/include/rive/renderer/gpu_hpp.rs	crates/nuxie-renderer/src/mechanical_port/source/renderer/include/rive/renderer/gpu_hpp.rs::draw_batch.element_count (u32)	Pinned declaration `uint32_t elementCount; // Instance count, or vertex count for triangle runs.` makes DrawBatch.elementCount copied value state. Construct it inside DrawBatch and publish the enclosing owner only after this field's initializer and every earlier field initializer succeed.	DrawBatch.elementCount: Only source methods of the enclosing owner may update this value; copy the exact write sites and keep renderer-recording-thread confinement unless the source declares synchronization.	DrawBatch.elementCount is copied value state copied into or read while building flush state. Snapshot it before submission when consumed by GPU work; the plain value itself owns no completion resource.	DrawBatch.elementCount: This field has no independent heap/native ownership and drops with the enclosing record after later-declared dependents.	DrawBatch.elementCount: The declaration does not establish a nullable owner. Preserve its exact default/constructor value and source assertions; conversion or allocation failure must abort enclosing-owner publication.	Translate exactly as u32. Use the concrete u32 copied value type with the pinned signedness, width, enum discriminants, and record layout.	prepared	verified	cpp:renderer/include/rive/renderer/gpu.hpp:1163;cpp:renderer/include/rive/renderer/gpu.hpp:1163-1163
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/gpu.hpp	DrawBatch	baseElement	uint32_t	1164	all	crates/nuxie-renderer/src/mechanical_port/source/renderer/include/rive/renderer/gpu_hpp.rs	crates/nuxie-renderer/src/mechanical_port/source/renderer/include/rive/renderer/gpu_hpp.rs::draw_batch.base_element (u32)	Pinned declaration `uint32_t baseElement; // Base instance, or base vertex for triangle runs.` makes DrawBatch.baseElement copied value state. Construct it inside DrawBatch and publish the enclosing owner only after this field's initializer and every earlier field initializer succeed.	DrawBatch.baseElement: Only source methods of the enclosing owner may update this value; copy the exact write sites and keep renderer-recording-thread confinement unless the source declares synchronization.	DrawBatch.baseElement is copied value state copied into or read while building flush state. Snapshot it before submission when consumed by GPU work; the plain value itself owns no completion resource.	DrawBatch.baseElement: This field has no independent heap/native ownership and drops with the enclosing record after later-declared dependents.	DrawBatch.baseElement: The declaration does not establish a nullable owner. Preserve its exact default/constructor value and source assertions; conversion or allocation failure must abort enclosing-owner publication.	Translate exactly as u32. Use the concrete u32 copied value type with the pinned signedness, width, enum discriminants, and record layout.	prepared	verified	cpp:renderer/include/rive/renderer/gpu.hpp:1164;cpp:renderer/include/rive/renderer/gpu.hpp:1164-1164
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/gpu.hpp	DrawBatch	indexCountPerInstance	uint32_t	1166	all	crates/nuxie-renderer/src/mechanical_port/source/renderer/include/rive/renderer/gpu_hpp.rs	crates/nuxie-renderer/src/mechanical_port/source/renderer/include/rive/renderer/gpu_hpp.rs::draw_batch.index_count_per_instance (u32)	Pinned declaration `uint32_t indexCountPerInstance = 0;` makes DrawBatch.indexCountPerInstance copied value state. Construct it inside DrawBatch and publish the enclosing owner only after this field's initializer and every earlier field initializer succeed.	DrawBatch.indexCountPerInstance: Only source methods of the enclosing owner may update this value; copy the exact write sites and keep renderer-recording-thread confinement unless the source declares synchronization.	DrawBatch.indexCountPerInstance is copied value state copied into or read while building flush state. Snapshot it before submission when consumed by GPU work; the plain value itself owns no completion resource.	DrawBatch.indexCountPerInstance: This field has no independent heap/native ownership and drops with the enclosing record after later-declared dependents.	DrawBatch.indexCountPerInstance: The declaration does not establish a nullable owner. Preserve its exact default/constructor value and source assertions; conversion or allocation failure must abort enclosing-owner publication.	Translate exactly as u32. Use the concrete u32 copied value type with the pinned signedness, width, enum discriminants, and record layout.	prepared	verified	cpp:renderer/include/rive/renderer/gpu.hpp:1166;cpp:renderer/include/rive/renderer/gpu.hpp:1166-1166
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/gpu.hpp	DrawBatch	baseIndex	uint32_t	1167	all	crates/nuxie-renderer/src/mechanical_port/source/renderer/include/rive/renderer/gpu_hpp.rs	crates/nuxie-renderer/src/mechanical_port/source/renderer/include/rive/renderer/gpu_hpp.rs::draw_batch.base_index (u32)	Pinned declaration `uint32_t baseIndex = 0;` makes DrawBatch.baseIndex copied value state. Construct it inside DrawBatch and publish the enclosing owner only after this field's initializer and every earlier field initializer succeed.	DrawBatch.baseIndex: Only source methods of the enclosing owner may update this value; copy the exact write sites and keep renderer-recording-thread confinement unless the source declares synchronization.	DrawBatch.baseIndex is copied value state copied into or read while building flush state. Snapshot it before submission when consumed by GPU work; the plain value itself owns no completion resource.	DrawBatch.baseIndex: This field has no independent heap/native ownership and drops with the enclosing record after later-declared dependents.	DrawBatch.baseIndex: The declaration does not establish a nullable owner. Preserve its exact default/constructor value and source assertions; conversion or allocation failure must abort enclosing-owner publication.	Translate exactly as u32. Use the concrete u32 copied value type with the pinned signedness, width, enum discriminants, and record layout.	prepared	verified	cpp:renderer/include/rive/renderer/gpu.hpp:1167;cpp:renderer/include/rive/renderer/gpu.hpp:1167-1167
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/gpu.hpp	DrawBatch	firstBlendMode	rive::BlendMode	1168	all	crates/nuxie-renderer/src/mechanical_port/source/renderer/include/rive/renderer/gpu_hpp.rs	crates/nuxie-renderer/src/mechanical_port/source/renderer/include/rive/renderer/gpu_hpp.rs::draw_batch.first_blend_mode (BlendMode)	Pinned declaration `rive::BlendMode firstBlendMode;` makes DrawBatch.firstBlendMode copied value state. Construct it inside DrawBatch and publish the enclosing owner only after this field's initializer and every earlier field initializer succeed.	DrawBatch.firstBlendMode: Only source methods of the enclosing owner may update this value; copy the exact write sites and keep renderer-recording-thread confinement unless the source declares synchronization.	DrawBatch.firstBlendMode is copied value state copied into or read while building flush state. Snapshot it before submission when consumed by GPU work; the plain value itself owns no completion resource.	DrawBatch.firstBlendMode: This field has no independent heap/native ownership and drops with the enclosing record after later-declared dependents.	DrawBatch.firstBlendMode: The declaration does not establish a nullable owner. Preserve its exact default/constructor value and source assertions; conversion or allocation failure must abort enclosing-owner publication.	Translate exactly as BlendMode. Use the concrete BlendMode copied value type with the pinned signedness, width, enum discriminants, and record layout.	prepared	verified	cpp:renderer/include/rive/renderer/gpu.hpp:1168;cpp:renderer/include/rive/renderer/gpu.hpp:1168-1168
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/gpu.hpp	DrawBatch	barriers	BarrierFlags	1169	all	crates/nuxie-renderer/src/mechanical_port/source/renderer/include/rive/renderer/gpu_hpp.rs	crates/nuxie-renderer/src/mechanical_port/source/renderer/include/rive/renderer/gpu_hpp.rs::draw_batch.barriers (BarrierFlags bitflags)	Pinned declaration `BarrierFlags barriers; // Barriers to execute before drawing this batch.` makes DrawBatch.barriers copied value state. Construct it inside DrawBatch and publish the enclosing owner only after this field's initializer and every earlier field initializer succeed.	DrawBatch.barriers: Only source methods of the enclosing owner may update this value; copy the exact write sites and keep renderer-recording-thread confinement unless the source declares synchronization.	DrawBatch.barriers is copied value state copied into or read while building flush state. Snapshot it before submission when consumed by GPU work; the plain value itself owns no completion resource.	DrawBatch.barriers: This field has no independent heap/native ownership and drops with the enclosing record after later-declared dependents.	DrawBatch.barriers: The declaration does not establish a nullable owner. Preserve its exact default/constructor value and source assertions; conversion or allocation failure must abort enclosing-owner publication.	Translate exactly as BarrierFlags bitflags. Use the exact-width BarrierFlags bitflags newtype, preserving every source bit and bitwise combination without enum narrowing.	prepared	verified	cpp:renderer/include/rive/renderer/gpu.hpp:1169;cpp:renderer/include/rive/renderer/gpu.hpp:1169-1169
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/gpu.hpp	DrawBatch	scissorRect	std::optional<AABBu16>	1170	all	crates/nuxie-renderer/src/mechanical_port/source/renderer/include/rive/renderer/gpu_hpp.rs	crates/nuxie-renderer/src/mechanical_port/source/renderer/include/rive/renderer/gpu_hpp.rs::draw_batch.scissor_rect (Option<AABBu16>)	Pinned declaration `std::optional<AABBu16> scissorRect;` makes DrawBatch.scissorRect copied value state. Construct it inside DrawBatch and publish the enclosing owner only after this field's initializer and every earlier field initializer succeed.	DrawBatch.scissorRect: Only source methods of the enclosing owner may update this value; copy the exact write sites and keep renderer-recording-thread confinement unless the source declares synchronization.	DrawBatch.scissorRect is copied value state copied into or read while building flush state. Snapshot it before submission when consumed by GPU work; the plain value itself owns no completion resource.	DrawBatch.scissorRect: This field has no independent heap/native ownership and drops with the enclosing record after later-declared dependents.	DrawBatch.scissorRect: Represent the source empty/null state explicitly. Reject a missing value only at source-required dereference/use sites, and do not publish a partially initialized replacement after failure.	Translate exactly as Option<AABBu16>. None preserves the disengaged source state; Some(AABBu16) owns one copied rectangle value.	prepared	verified	cpp:renderer/include/rive/renderer/gpu.hpp:1170;cpp:renderer/include/rive/renderer/gpu.hpp:1170-1170
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/gpu.hpp	DrawBatch	shaderFeatures	ShaderFeatures	1172	all	crates/nuxie-renderer/src/mechanical_port/source/renderer/include/rive/renderer/gpu_hpp.rs	crates/nuxie-renderer/src/mechanical_port/source/renderer/include/rive/renderer/gpu_hpp.rs::draw_batch.shader_features (ShaderFeatures bitflags)	Pinned declaration `ShaderFeatures shaderFeatures = ShaderFeatures::NONE;` makes DrawBatch.shaderFeatures copied value state. Construct it inside DrawBatch and publish the enclosing owner only after this field's initializer and every earlier field initializer succeed.	DrawBatch.shaderFeatures: Only source methods of the enclosing owner may update this value; copy the exact write sites and keep renderer-recording-thread confinement unless the source declares synchronization.	DrawBatch.shaderFeatures is copied value state copied into or read while building flush state. Snapshot it before submission when consumed by GPU work; the plain value itself owns no completion resource.	DrawBatch.shaderFeatures: This field has no independent heap/native ownership and drops with the enclosing record after later-declared dependents.	DrawBatch.shaderFeatures: The declaration does not establish a nullable owner. Preserve its exact default/constructor value and source assertions; conversion or allocation failure must abort enclosing-owner publication.	Translate exactly as ShaderFeatures bitflags. Use the exact-width ShaderFeatures bitflags newtype, preserving every source bit and bitwise combination without enum narrowing.	prepared	verified	cpp:renderer/include/rive/renderer/gpu.hpp:1172;cpp:renderer/include/rive/renderer/gpu.hpp:1172-1172
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/gpu.hpp	DrawBatch	imageTexture	Texture *	1175	all	crates/nuxie-renderer/src/mechanical_port/source/renderer/include/rive/renderer/gpu_hpp.rs	crates/nuxie-renderer/src/mechanical_port/source/renderer/include/rive/renderer/gpu_hpp.rs::draw_batch.image_texture (Option<NonNull<Texture>>)	Pinned declaration `Texture* imageTexture = nullptr;` makes DrawBatch.imageTexture raw pointer link. Construct it inside DrawBatch and publish the enclosing owner only after this field's initializer and every earlier field initializer succeed.	DrawBatch.imageTexture: Only source methods that replace, move, retain, release, or retarget this relationship may mutate it; Luna must keep those writes in the source-shaped owner rather than a process global.	DrawBatch.imageTexture is raw pointer link; any pointee, element, mapped range, or native resource referenced by an encoded flush must remain reachable through the frame/command lease until completion. Pure CPU-only instances require no extra completion retain.	DrawBatch.imageTexture: This field does not delete the pointee. Its enclosing owner must be destroyed or detached before the external owner that guarantees the pointee lifetime.	DrawBatch.imageTexture: Represent the source empty/null state explicitly. Reject a missing value only at source-required dereference/use sites, and do not publish a partially initialized replacement after failure.	Translate the pinned raw-pointer relationship as exactly `Option<NonNull<Texture>>`; preserve its declared nullability, pointee access, and enclosing-owner lifetime without an alternative representation.	prepared	verified	cpp:renderer/include/rive/renderer/gpu.hpp:1175;cpp:renderer/include/rive/renderer/gpu.hpp:1175-1175
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/gpu.hpp	DrawBatch	imageSampler	const ImageSampler	1176	all	crates/nuxie-renderer/src/mechanical_port/source/renderer/include/rive/renderer/gpu_hpp.rs	crates/nuxie-renderer/src/mechanical_port/source/renderer/include/rive/renderer/gpu_hpp.rs::draw_batch.image_sampler (ImageSampler)	Pinned declaration `const ImageSampler imageSampler = ImageSampler::LinearClamp();` makes DrawBatch.imageSampler copied value state. Construct it inside DrawBatch and publish the enclosing owner only after this field's initializer and every earlier field initializer succeed.	DrawBatch.imageSampler: The declaration is const after construction; only construction or move-publication may establish its value.	DrawBatch.imageSampler is copied value state copied into or read while building flush state. Snapshot it before submission when consumed by GPU work; the plain value itself owns no completion resource.	DrawBatch.imageSampler: This field has no independent heap/native ownership and drops with the enclosing record after later-declared dependents.	DrawBatch.imageSampler: The declaration does not establish a nullable owner. Preserve its exact default/constructor value and source assertions; conversion or allocation failure must abort enclosing-owner publication.	Translate exactly as ImageSampler. Use the concrete ImageSampler copied value type with the pinned signedness, width, enum discriminants, and record layout.	prepared	verified	cpp:renderer/include/rive/renderer/gpu.hpp:1176;cpp:renderer/include/rive/renderer/gpu.hpp:1176-1176
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/gpu.hpp	DrawBatch	vertexBuffer	RenderBuffer *	1179	all	crates/nuxie-renderer/src/mechanical_port/source/renderer/include/rive/renderer/gpu_hpp.rs	crates/nuxie-renderer/src/mechanical_port/source/renderer/include/rive/renderer/gpu_hpp.rs::draw_batch.vertex_buffer (Option<&'flush RenderBuffer> imageMesh-only borrowed link)	Initialize to None for the general DrawBatch shape; the imageMesh constructor path sets all three buffer links together before publishing a batch whose drawType is imageMesh.	DrawBatch.vertexBuffer: Only source methods that replace, move, retain, release, or retarget this relationship may mutate it; Luna must keep those writes in the source-shaped owner rather than a process global.	DrawBatch.vertexBuffer is raw pointer link; any pointee, element, mapped range, or native resource referenced by an encoded flush must remain reachable through the frame/command lease until completion. Pure CPU-only instances require no extra completion retain.	DrawBatch.vertexBuffer: This field does not delete the pointee. Its enclosing owner must be destroyed or detached before the external owner that guarantees the pointee lifetime.	None is required for non-imageMesh batches. When drawType is imageMesh, all three buffer links must be Some and remain live for the flush; partial population is rejected.	Translate exactly as `Option<&'flush RenderBuffer>` in the source-shaped DrawBatch; `vertexBuffer.is_some()` is equivalent to `drawType == imageMesh` together with the other two image buffers.	prepared	verified	cpp:renderer/include/rive/renderer/gpu.hpp:1179;cpp:renderer/include/rive/renderer/gpu.hpp:1179-1179;cpp:renderer/src/render_context.cpp:3543-3545
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/gpu.hpp	DrawBatch	uvBuffer	RenderBuffer *	1180	all	crates/nuxie-renderer/src/mechanical_port/source/renderer/include/rive/renderer/gpu_hpp.rs	crates/nuxie-renderer/src/mechanical_port/source/renderer/include/rive/renderer/gpu_hpp.rs::draw_batch.uv_buffer (Option<&'flush RenderBuffer> imageMesh-only borrowed link)	Initialize to None for the general DrawBatch shape; the imageMesh constructor path sets all three buffer links together before publishing a batch whose drawType is imageMesh.	DrawBatch.uvBuffer: Only source methods that replace, move, retain, release, or retarget this relationship may mutate it; Luna must keep those writes in the source-shaped owner rather than a process global.	DrawBatch.uvBuffer is raw pointer link; any pointee, element, mapped range, or native resource referenced by an encoded flush must remain reachable through the frame/command lease until completion. Pure CPU-only instances require no extra completion retain.	DrawBatch.uvBuffer: This field does not delete the pointee. Its enclosing owner must be destroyed or detached before the external owner that guarantees the pointee lifetime.	None is required for non-imageMesh batches. When drawType is imageMesh, all three buffer links must be Some and remain live for the flush; partial population is rejected.	Translate exactly as `Option<&'flush RenderBuffer>` in the source-shaped DrawBatch; `uvBuffer.is_some()` is equivalent to `drawType == imageMesh` together with the other two image buffers.	prepared	verified	cpp:renderer/include/rive/renderer/gpu.hpp:1180;cpp:renderer/include/rive/renderer/gpu.hpp:1180-1180;cpp:renderer/src/render_context.cpp:3543-3545
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/gpu.hpp	DrawBatch	indexBuffer	RenderBuffer *	1181	all	crates/nuxie-renderer/src/mechanical_port/source/renderer/include/rive/renderer/gpu_hpp.rs	crates/nuxie-renderer/src/mechanical_port/source/renderer/include/rive/renderer/gpu_hpp.rs::draw_batch.index_buffer (Option<&'flush RenderBuffer> imageMesh-only borrowed link)	Initialize to None for the general DrawBatch shape; the imageMesh constructor path sets all three buffer links together before publishing a batch whose drawType is imageMesh.	DrawBatch.indexBuffer: Only source methods that replace, move, retain, release, or retarget this relationship may mutate it; Luna must keep those writes in the source-shaped owner rather than a process global.	DrawBatch.indexBuffer is raw pointer link; any pointee, element, mapped range, or native resource referenced by an encoded flush must remain reachable through the frame/command lease until completion. Pure CPU-only instances require no extra completion retain.	DrawBatch.indexBuffer: This field does not delete the pointee. Its enclosing owner must be destroyed or detached before the external owner that guarantees the pointee lifetime.	None is required for non-imageMesh batches. When drawType is imageMesh, all three buffer links must be Some and remain live for the flush; partial population is rejected.	Translate exactly as `Option<&'flush RenderBuffer>` in the source-shaped DrawBatch; `indexBuffer.is_some()` is equivalent to `drawType == imageMesh` together with the other two image buffers.	prepared	verified	cpp:renderer/include/rive/renderer/gpu.hpp:1181;cpp:renderer/include/rive/renderer/gpu.hpp:1181-1181;cpp:renderer/src/render_context.cpp:3543-3545
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/gpu.hpp	DrawBatch	dstReadList	const Draw *	1187	all	crates/nuxie-renderer/src/mechanical_port/source/renderer/include/rive/renderer/gpu_hpp.rs	crates/nuxie-renderer/src/mechanical_port/source/renderer/include/rive/renderer/gpu_hpp.rs::draw_batch.dst_read_list (Option<NonNull<Draw>> with immutable-pointee access)	Pinned declaration `const Draw* dstReadList = nullptr;` makes DrawBatch.dstReadList raw pointer link. Construct it inside DrawBatch and publish the enclosing owner only after this field's initializer and every earlier field initializer succeed.	DrawBatch.dstReadList: The declaration is const after construction; only construction or move-publication may establish its value.	DrawBatch.dstReadList is raw pointer link; any pointee, element, mapped range, or native resource referenced by an encoded flush must remain reachable through the frame/command lease until completion. Pure CPU-only instances require no extra completion retain.	DrawBatch.dstReadList: This field does not delete the pointee. Its enclosing owner must be destroyed or detached before the external owner that guarantees the pointee lifetime.	DrawBatch.dstReadList: Represent the source empty/null state explicitly. Reject a missing value only at source-required dereference/use sites, and do not publish a partially initialized replacement after failure.	Translate the pinned raw-pointer relationship as exactly `Option<NonNull<Draw>> with immutable-pointee access`; preserve its declared nullability, pointee access, and enclosing-owner lifetime without an alternative representation.	prepared	verified	cpp:renderer/include/rive/renderer/gpu.hpp:1187;cpp:renderer/include/rive/renderer/gpu.hpp:1187-1187
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/gpu.hpp	DrawBatch	nextDstBlendBarrier	const DrawBatch *	1194	all	crates/nuxie-renderer/src/mechanical_port/source/renderer/include/rive/renderer/gpu_hpp.rs	crates/nuxie-renderer/src/mechanical_port/source/renderer/include/rive/renderer/gpu_hpp.rs::draw_batch.next_dst_blend_barrier (Option<NonNull<DrawBatch>> with immutable-pointee access)	Pinned declaration `const DrawBatch* nextDstBlendBarrier = nullptr;` makes DrawBatch.nextDstBlendBarrier raw pointer link. Construct it inside DrawBatch and publish the enclosing owner only after this field's initializer and every earlier field initializer succeed.	DrawBatch.nextDstBlendBarrier: The declaration is const after construction; only construction or move-publication may establish its value.	DrawBatch.nextDstBlendBarrier is raw pointer link; any pointee, element, mapped range, or native resource referenced by an encoded flush must remain reachable through the frame/command lease until completion. Pure CPU-only instances require no extra completion retain.	DrawBatch.nextDstBlendBarrier: This field does not delete the pointee. Its enclosing owner must be destroyed or detached before the external owner that guarantees the pointee lifetime.	DrawBatch.nextDstBlendBarrier: Represent the source empty/null state explicitly. Reject a missing value only at source-required dereference/use sites, and do not publish a partially initialized replacement after failure.	Translate the pinned raw-pointer relationship as exactly `Option<NonNull<DrawBatch>> with immutable-pointee access`; preserve its declared nullability, pointee access, and enclosing-owner lifetime without an alternative representation.	prepared	verified	cpp:renderer/include/rive/renderer/gpu.hpp:1194;cpp:renderer/include/rive/renderer/gpu.hpp:1194-1194
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/gpu.hpp	DrawBatch	next	const DrawBatch *	1198	all	crates/nuxie-renderer/src/mechanical_port/source/renderer/include/rive/renderer/gpu_hpp.rs	crates/nuxie-renderer/src/mechanical_port/source/renderer/include/rive/renderer/gpu_hpp.rs::draw_batch.next (Option<NonNull<DrawBatch>> with immutable-pointee access)	Pinned declaration `const DrawBatch* next = nullptr;` makes DrawBatch.next raw pointer link. Construct it inside DrawBatch and publish the enclosing owner only after this field's initializer and every earlier field initializer succeed.	DrawBatch.next: The declaration is const after construction; only construction or move-publication may establish its value.	DrawBatch.next is raw pointer link; any pointee, element, mapped range, or native resource referenced by an encoded flush must remain reachable through the frame/command lease until completion. Pure CPU-only instances require no extra completion retain.	DrawBatch.next: This field does not delete the pointee. Its enclosing owner must be destroyed or detached before the external owner that guarantees the pointee lifetime.	DrawBatch.next: Represent the source empty/null state explicitly. Reject a missing value only at source-required dereference/use sites, and do not publish a partially initialized replacement after failure.	Translate the pinned raw-pointer relationship as exactly `Option<NonNull<DrawBatch>> with immutable-pointee access`; preserve its declared nullability, pointee access, and enclosing-owner lifetime without an alternative representation.	prepared	verified	cpp:renderer/include/rive/renderer/gpu.hpp:1198;cpp:renderer/include/rive/renderer/gpu.hpp:1198-1198
