campaign	source_path	line	dependency_syntax	dependency_token	resolution_kind	resolved_path	resolved_sha256	source_unit	dependency_unit
shader-build-authority	renderer/src/shaders/spirv/draw_msaa_color_seed_attachment.frag	8	cpp-include	draw_input_attachment.minified.frag	generated-from-owned-source	renderer/src/shaders/draw_input_attachment.frag	8af2574495c71e8282116b3e598daf5e1c705d0b50c39d2439ad18e6be1e8694	shader:source:draw_msaa_color_seed_attachment	shader:source:draw_input_attachment
shader-build-authority	renderer/src/shaders/spirv/draw_msaa_image_mesh.main	8	cpp-include	glsl.minified.glsl	generated-from-owned-source	renderer/src/shaders/glsl.glsl	d7e3b795badbe6e5108f268ddea4f7c0bb5af4ad1416e41c7304beca89a15523	shader:source:draw_msaa_image_mesh	shader:source:glsl
shader-build-authority	renderer/src/shaders/spirv/draw_msaa_image_mesh.main	9	cpp-include	constants.minified.glsl	generated-from-owned-source	renderer/src/shaders/constants.glsl	eefc0b9115beb4fe87b85431b0c683fdec73244c044278e97fdba0c96014bb56	shader:source:draw_msaa_image_mesh	shader:source:constants
shader-build-authority	renderer/src/shaders/spirv/draw_msaa_image_mesh.main	10	cpp-include	specialization.minified.glsl	generated-from-owned-source	renderer/src/shaders/specialization.glsl	e510983192e84c1cc69d990a14f606cfa92af234290636593d5be3e3f4e07f72	shader:source:draw_msaa_image_mesh	shader:source:specialization
shader-build-authority	renderer/src/shaders/spirv/draw_msaa_image_mesh.main	11	cpp-include	flush_uniforms.minified.glsl	generated-from-owned-source	renderer/src/shaders/flush_uniforms.glsl	1c22659c0e40233b0b06515287e122e06b73a4428d8e78721ca71e3419db961e	shader:source:draw_msaa_image_mesh	shader:source:flush_uniforms
shader-build-authority	renderer/src/shaders/spirv/draw_msaa_image_mesh.main	12	cpp-include	common.minified.glsl	generated-from-owned-source	renderer/src/shaders/common.glsl	37d9f72c2ec84a9a24b42d8798c56c77e396c7b57a39f24edece8c95fe8b3881	shader:source:draw_msaa_image_mesh	shader:source:common
shader-build-authority	renderer/src/shaders/spirv/draw_msaa_image_mesh.main	13	cpp-include	advanced_blend.minified.glsl	generated-from-owned-source	renderer/src/shaders/advanced_blend.glsl	d7f8d9cec8e095c7e6d331a9f3ba48cdb18ea63f961d9223e3dfc509bcd8794b	shader:source:draw_msaa_image_mesh	shader:source:advanced_blend
shader-build-authority	renderer/src/shaders/spirv/draw_msaa_image_mesh.main	14	cpp-include	draw_image_mesh.minified.vert	generated-from-owned-source	renderer/src/shaders/draw_image_mesh.vert	f8c9d0c3a50cd3d42af1e67f8acb4258ac8c05833210d0b4556c95dff3312166	shader:source:draw_msaa_image_mesh	shader:source:draw_image_mesh
shader-build-authority	renderer/src/shaders/spirv/draw_msaa_image_mesh.main	15	cpp-include	draw_msaa_object.minified.frag	generated-from-owned-source	renderer/src/shaders/draw_msaa_object.frag	28ec08b53f7f32a12439d5f85481c4f5d66660f0e80e867b44fcbd35adba9d85	shader:source:draw_msaa_image_mesh	shader:source:draw_msaa_object
shader-build-authority	renderer/src/shaders/spirv/draw_msaa_path.main	8	cpp-include	glsl.minified.glsl	generated-from-owned-source	renderer/src/shaders/glsl.glsl	d7e3b795badbe6e5108f268ddea4f7c0bb5af4ad1416e41c7304beca89a15523	shader:source:draw_msaa_path	shader:source:glsl
shader-build-authority	renderer/src/shaders/spirv/draw_msaa_path.main	9	cpp-include	constants.minified.glsl	generated-from-owned-source	renderer/src/shaders/constants.glsl	eefc0b9115beb4fe87b85431b0c683fdec73244c044278e97fdba0c96014bb56	shader:source:draw_msaa_path	shader:source:constants
shader-build-authority	renderer/src/shaders/spirv/draw_msaa_path.main	10	cpp-include	specialization.minified.glsl	generated-from-owned-source	renderer/src/shaders/specialization.glsl	e510983192e84c1cc69d990a14f606cfa92af234290636593d5be3e3f4e07f72	shader:source:draw_msaa_path	shader:source:specialization
shader-build-authority	renderer/src/shaders/spirv/draw_msaa_path.main	11	cpp-include	flush_uniforms.minified.glsl	generated-from-owned-source	renderer/src/shaders/flush_uniforms.glsl	1c22659c0e40233b0b06515287e122e06b73a4428d8e78721ca71e3419db961e	shader:source:draw_msaa_path	shader:source:flush_uniforms
shader-build-authority	renderer/src/shaders/spirv/draw_msaa_path.main	12	cpp-include	common.minified.glsl	generated-from-owned-source	renderer/src/shaders/common.glsl	37d9f72c2ec84a9a24b42d8798c56c77e396c7b57a39f24edece8c95fe8b3881	shader:source:draw_msaa_path	shader:source:common
shader-build-authority	renderer/src/shaders/spirv/draw_msaa_path.main	13	cpp-include	draw_path_common.minified.glsl	generated-from-owned-source	renderer/src/shaders/draw_path_common.glsl	3a6e72e80eec81b2eb467134f62188e2a86f7debfb0798a8c4ed5873beb7e86e	shader:source:draw_msaa_path	shader:source:draw_path_common
shader-build-authority	renderer/src/shaders/spirv/draw_msaa_path.main	14	cpp-include	advanced_blend.minified.glsl	generated-from-owned-source	renderer/src/shaders/advanced_blend.glsl	d7f8d9cec8e095c7e6d331a9f3ba48cdb18ea63f961d9223e3dfc509bcd8794b	shader:source:draw_msaa_path	shader:source:advanced_blend
shader-build-authority	renderer/src/shaders/spirv/draw_msaa_path.main	15	cpp-include	draw_path.minified.vert	generated-from-owned-source	renderer/src/shaders/draw_path.vert	b247e0f8a6016df848814454ce0fdf2d4b2a6a81a70484bb223b5d939059ae71	shader:source:draw_msaa_path	shader:source:draw_path
shader-build-authority	renderer/src/shaders/spirv/draw_msaa_path.main	16	cpp-include	draw_msaa_object.minified.frag	generated-from-owned-source	renderer/src/shaders/draw_msaa_object.frag	28ec08b53f7f32a12439d5f85481c4f5d66660f0e80e867b44fcbd35adba9d85	shader:source:draw_msaa_path	shader:source:draw_msaa_object
shader-build-authority	renderer/src/shaders/spirv/draw_msaa_resolve.frag	3	cpp-include	glsl.minified.glsl	generated-from-owned-source	renderer/src/shaders/glsl.glsl	d7e3b795badbe6e5108f268ddea4f7c0bb5af4ad1416e41c7304beca89a15523	shader:source:draw_msaa_resolve	shader:source:glsl
shader-build-authority	renderer/src/shaders/spirv/draw_msaa_resolve.frag	4	cpp-include	constants.minified.glsl	generated-from-owned-source	renderer/src/shaders/constants.glsl	eefc0b9115beb4fe87b85431b0c683fdec73244c044278e97fdba0c96014bb56	shader:source:draw_msaa_resolve	shader:source:constants
shader-build-authority	renderer/src/shaders/spirv/draw_msaa_resolve.frag	5	cpp-include	flush_uniforms.minified.glsl	generated-from-owned-source	renderer/src/shaders/flush_uniforms.glsl	1c22659c0e40233b0b06515287e122e06b73a4428d8e78721ca71e3419db961e	shader:source:draw_msaa_resolve	shader:source:flush_uniforms
shader-build-authority	renderer/src/shaders/spirv/draw_msaa_resolve.frag	6	cpp-include	common.minified.glsl	generated-from-owned-source	renderer/src/shaders/common.glsl	37d9f72c2ec84a9a24b42d8798c56c77e396c7b57a39f24edece8c95fe8b3881	shader:source:draw_msaa_resolve	shader:source:common
shader-build-authority	renderer/src/shaders/spirv/draw_msaa_resolve.frag	7	cpp-include	draw_msaa_resolve.minified.frag	generated-from-owned-source	renderer/src/shaders/draw_msaa_resolve.frag	93cac1c9b5a8f5a4c41100475b797ae1352fc803c81d619de1b1e81bdc0fb6a1	shader:source:draw_msaa_resolve	shader:source:draw_msaa_resolve
shader-build-authority	renderer/src/shaders/spirv/draw_msaa_stencil.main	11	cpp-include	glsl.minified.glsl	generated-from-owned-source	renderer/src/shaders/glsl.glsl	d7e3b795badbe6e5108f268ddea4f7c0bb5af4ad1416e41c7304beca89a15523	shader:source:draw_msaa_stencil	shader:source:glsl
shader-build-authority	renderer/src/shaders/spirv/draw_msaa_stencil.main	12	cpp-include	constants.minified.glsl	generated-from-owned-source	renderer/src/shaders/constants.glsl	eefc0b9115beb4fe87b85431b0c683fdec73244c044278e97fdba0c96014bb56	shader:source:draw_msaa_stencil	shader:source:constants
shader-build-authority	renderer/src/shaders/spirv/draw_msaa_stencil.main	13	cpp-include	specialization.minified.glsl	generated-from-owned-source	renderer/src/shaders/specialization.glsl	e510983192e84c1cc69d990a14f606cfa92af234290636593d5be3e3f4e07f72	shader:source:draw_msaa_stencil	shader:source:specialization
shader-build-authority	renderer/src/shaders/spirv/draw_msaa_stencil.main	14	cpp-include	flush_uniforms.minified.glsl	generated-from-owned-source	renderer/src/shaders/flush_uniforms.glsl	1c22659c0e40233b0b06515287e122e06b73a4428d8e78721ca71e3419db961e	shader:source:draw_msaa_stencil	shader:source:flush_uniforms
shader-build-authority	renderer/src/shaders/spirv/draw_msaa_stencil.main	15	cpp-include	common.minified.glsl	generated-from-owned-source	renderer/src/shaders/common.glsl	37d9f72c2ec84a9a24b42d8798c56c77e396c7b57a39f24edece8c95fe8b3881	shader:source:draw_msaa_stencil	shader:source:common
shader-build-authority	renderer/src/shaders/spirv/draw_msaa_stencil.main	16	cpp-include	advanced_blend.minified.glsl	generated-from-owned-source	renderer/src/shaders/advanced_blend.glsl	d7f8d9cec8e095c7e6d331a9f3ba48cdb18ea63f961d9223e3dfc509bcd8794b	shader:source:draw_msaa_stencil	shader:source:advanced_blend
shader-build-authority	renderer/src/shaders/spirv/draw_msaa_stencil.main	17	cpp-include	stencil_draw.minified.glsl	generated-from-owned-source	renderer/src/shaders/stencil_draw.glsl	9df944e40e0f66f0a7f4e2114fe2644d426a44bc236eab969e3bdf75bb70c0bd	shader:source:draw_msaa_stencil	shader:source:stencil_draw
shader-build-authority	renderer/src/shaders/spirv/draw_path.main	7	cpp-include	glsl.minified.glsl	generated-from-owned-source	renderer/src/shaders/glsl.glsl	d7e3b795badbe6e5108f268ddea4f7c0bb5af4ad1416e41c7304beca89a15523	shader:source:draw_path	shader:source:glsl
shader-build-authority	renderer/src/shaders/spirv/draw_path.main	8	cpp-include	constants.minified.glsl	generated-from-owned-source	renderer/src/shaders/constants.glsl	eefc0b9115beb4fe87b85431b0c683fdec73244c044278e97fdba0c96014bb56	shader:source:draw_path	shader:source:constants
shader-build-authority	renderer/src/shaders/spirv/draw_path.main	9	cpp-include	specialization.minified.glsl	generated-from-owned-source	renderer/src/shaders/specialization.glsl	e510983192e84c1cc69d990a14f606cfa92af234290636593d5be3e3f4e07f72	shader:source:draw_path	shader:source:specialization
shader-build-authority	renderer/src/shaders/spirv/draw_path.main	10	cpp-include	flush_uniforms.minified.glsl	generated-from-owned-source	renderer/src/shaders/flush_uniforms.glsl	1c22659c0e40233b0b06515287e122e06b73a4428d8e78721ca71e3419db961e	shader:source:draw_path	shader:source:flush_uniforms
shader-build-authority	renderer/src/shaders/spirv/draw_path.main	11	cpp-include	common.minified.glsl	generated-from-owned-source	renderer/src/shaders/common.glsl	37d9f72c2ec84a9a24b42d8798c56c77e396c7b57a39f24edece8c95fe8b3881	shader:source:draw_path	shader:source:common
shader-build-authority	renderer/src/shaders/spirv/draw_path.main	12	cpp-include	draw_path_common.minified.glsl	generated-from-owned-source	renderer/src/shaders/draw_path_common.glsl	3a6e72e80eec81b2eb467134f62188e2a86f7debfb0798a8c4ed5873beb7e86e	shader:source:draw_path	shader:source:draw_path_common
shader-build-authority	renderer/src/shaders/spirv/draw_path.main	13	cpp-include	advanced_blend.minified.glsl	generated-from-owned-source	renderer/src/shaders/advanced_blend.glsl	d7f8d9cec8e095c7e6d331a9f3ba48cdb18ea63f961d9223e3dfc509bcd8794b	shader:source:draw_path	shader:source:advanced_blend
shader-build-authority	renderer/src/shaders/spirv/draw_path.main	14	cpp-include	draw_path.minified.vert	generated-from-owned-source	renderer/src/shaders/draw_path.vert	b247e0f8a6016df848814454ce0fdf2d4b2a6a81a70484bb223b5d939059ae71	shader:source:draw_path	shader:source:draw_path
shader-build-authority	renderer/src/shaders/spirv/draw_path.main	15	cpp-include	draw_raster_order_path.minified.frag	generated-from-owned-source	renderer/src/shaders/draw_raster_order_path.frag	f4b4f70790ff16aa39870f0fcd848afa69dc52bf4b45fbbed3c1dab645eeb67f	shader:source:draw_path	shader:source:draw_raster_order_path
shader-build-authority	renderer/src/shaders/spirv/init_clockwise_atomic_workaround.frag	7	cpp-include	glsl.minified.glsl	generated-from-owned-source	renderer/src/shaders/glsl.glsl	d7e3b795badbe6e5108f268ddea4f7c0bb5af4ad1416e41c7304beca89a15523	shader:source:init_clockwise_atomic_workaround	shader:source:glsl
shader-build-authority	renderer/src/shaders/spirv/init_clockwise_atomic_workaround.frag	8	cpp-include	constants.minified.glsl	generated-from-owned-source	renderer/src/shaders/constants.glsl	eefc0b9115beb4fe87b85431b0c683fdec73244c044278e97fdba0c96014bb56	shader:source:init_clockwise_atomic_workaround	shader:source:constants
shader-build-authority	renderer/src/shaders/spirv/init_clockwise_atomic_workaround.frag	9	cpp-include	common.minified.glsl	generated-from-owned-source	renderer/src/shaders/common.glsl	37d9f72c2ec84a9a24b42d8798c56c77e396c7b57a39f24edece8c95fe8b3881	shader:source:init_clockwise_atomic_workaround	shader:source:common
shader-build-authority	renderer/src/shaders/spirv/init_clockwise_atomic_workaround.frag	10	cpp-include	draw_path_common.minified.glsl	generated-from-owned-source	renderer/src/shaders/draw_path_common.glsl	3a6e72e80eec81b2eb467134f62188e2a86f7debfb0798a8c4ed5873beb7e86e	shader:source:init_clockwise_atomic_workaround	shader:source:draw_path_common
shader-build-authority	renderer/src/shaders/spirv/init_clockwise_atomic_workaround.frag	11	cpp-include	init_clockwise_atomic_workaround.minified.frag	generated-from-owned-source	renderer/src/shaders/init_clockwise_atomic_workaround.frag	092a1f498d0f6ff336edecdc73f96c46c1b3a51d494249839fe9934203dd53a3	shader:source:init_clockwise_atomic_workaround	shader:source:init_clockwise_atomic_workaround
shader-build-authority	renderer/src/shaders/spirv/render_atlas.vert	3	cpp-include	render_atlas_common.glsl	owned-source	renderer/src/shaders/spirv/render_atlas_common.glsl	95ffda17e87a1a09be1be4440e6905ae67ae9083fcb3d6467ca603d2e8494cd7	shader:source:render_atlas	shader:source:render_atlas_common
shader-build-authority	renderer/src/shaders/spirv/render_atlas_common.glsl	6	cpp-include	glsl.minified.glsl	generated-from-owned-source	renderer/src/shaders/glsl.glsl	d7e3b795badbe6e5108f268ddea4f7c0bb5af4ad1416e41c7304beca89a15523	shader:source:render_atlas_common	shader:source:glsl
shader-build-authority	renderer/src/shaders/spirv/render_atlas_common.glsl	7	cpp-include	constants.minified.glsl	generated-from-owned-source	renderer/src/shaders/constants.glsl	eefc0b9115beb4fe87b85431b0c683fdec73244c044278e97fdba0c96014bb56	shader:source:render_atlas_common	shader:source:constants
shader-build-authority	renderer/src/shaders/spirv/render_atlas_common.glsl	8	cpp-include	flush_uniforms.minified.glsl	generated-from-owned-source	renderer/src/shaders/flush_uniforms.glsl	1c22659c0e40233b0b06515287e122e06b73a4428d8e78721ca71e3419db961e	shader:source:render_atlas_common	shader:source:flush_uniforms
shader-build-authority	renderer/src/shaders/spirv/render_atlas_common.glsl	9	cpp-include	common.minified.glsl	generated-from-owned-source	renderer/src/shaders/common.glsl	37d9f72c2ec84a9a24b42d8798c56c77e396c7b57a39f24edece8c95fe8b3881	shader:source:render_atlas_common	shader:source:common
shader-build-authority	renderer/src/shaders/spirv/render_atlas_common.glsl	10	cpp-include	draw_path_common.minified.glsl	generated-from-owned-source	renderer/src/shaders/draw_path_common.glsl	3a6e72e80eec81b2eb467134f62188e2a86f7debfb0798a8c4ed5873beb7e86e	shader:source:render_atlas_common	shader:source:draw_path_common
shader-build-authority	renderer/src/shaders/spirv/render_atlas_common.glsl	11	cpp-include	render_atlas.minified.glsl	generated-from-owned-source	renderer/src/shaders/render_atlas.glsl	9d720063cf3360342205dcfa385e5c43e034aef3dfbd22014991de7aef61e4e6	shader:source:render_atlas_common	shader:source:render_atlas
shader-build-authority	renderer/src/shaders/spirv/render_atlas_fill.frag	4	cpp-include	render_atlas_common.glsl	owned-source	renderer/src/shaders/spirv/render_atlas_common.glsl	95ffda17e87a1a09be1be4440e6905ae67ae9083fcb3d6467ca603d2e8494cd7	shader:source:render_atlas_fill	shader:source:render_atlas_common
shader-build-authority	renderer/src/shaders/spirv/render_atlas_stroke.frag	4	cpp-include	render_atlas_common.glsl	owned-source	renderer/src/shaders/spirv/render_atlas_common.glsl	95ffda17e87a1a09be1be4440e6905ae67ae9083fcb3d6467ca603d2e8494cd7	shader:source:render_atlas_stroke	shader:source:render_atlas_common
shader-build-authority	renderer/src/shaders/spirv/tessellate.main	4	cpp-include	glsl.minified.glsl	generated-from-owned-source	renderer/src/shaders/glsl.glsl	d7e3b795badbe6e5108f268ddea4f7c0bb5af4ad1416e41c7304beca89a15523	shader:source:tessellate	shader:source:glsl
shader-build-authority	renderer/src/shaders/spirv/tessellate.main	5	cpp-include	constants.minified.glsl	generated-from-owned-source	renderer/src/shaders/constants.glsl	eefc0b9115beb4fe87b85431b0c683fdec73244c044278e97fdba0c96014bb56	shader:source:tessellate	shader:source:constants
shader-build-authority	renderer/src/shaders/spirv/tessellate.main	6	cpp-include	flush_uniforms.minified.glsl	generated-from-owned-source	renderer/src/shaders/flush_uniforms.glsl	1c22659c0e40233b0b06515287e122e06b73a4428d8e78721ca71e3419db961e	shader:source:tessellate	shader:source:flush_uniforms
shader-build-authority	renderer/src/shaders/spirv/tessellate.main	7	cpp-include	common.minified.glsl	generated-from-owned-source	renderer/src/shaders/common.glsl	37d9f72c2ec84a9a24b42d8798c56c77e396c7b57a39f24edece8c95fe8b3881	shader:source:tessellate	shader:source:common
shader-build-authority	renderer/src/shaders/spirv/tessellate.main	8	cpp-include	bezier_utils.minified.glsl	generated-from-owned-source	renderer/src/shaders/bezier_utils.glsl	c18b0d2aac6f33dff72a6f17bdcc4b40ee337651fa0ecdd104e85641701e385f	shader:source:tessellate	shader:source:bezier_utils
shader-build-authority	renderer/src/shaders/spirv/tessellate.main	9	cpp-include	tessellate.minified.glsl	generated-from-owned-source	renderer/src/shaders/tessellate.glsl	ecf7b979552b7bf7af6ff17a3fc8a0f5666942f7f7febda96fb4255640deee2f	shader:source:tessellate	shader:source:tessellate
shader-build-authority	renderer/src/shaders/spirv_binary_to_header.py	2	python-import	struct	external-tool-module	-	-	shader:spirv_header_generator	-
shader-build-authority	renderer/src/shaders/spirv_binary_to_header.py	3	python-import	sys	external-tool-module	-	-	shader:spirv_header_generator	-
shader-build-authority	renderer/src/shaders/wgsl_to_header.py	11	python-import	argparse	external-tool-module	-	-	shader:wgsl_header_generator	-
shader-build-authority	renderer/src/shaders/wgsl_to_header.py	12	python-import	os	external-tool-module	-	-	shader:wgsl_header_generator	-
shader-build-authority	renderer/src/shaders/wgsl_to_header.py	13	python-import	re	external-tool-module	-	-	shader:wgsl_header_generator	-
shader-build-authority	renderer/src/shaders/wgsl_to_header.py	14	python-import	sys	external-tool-module	-	-	shader:wgsl_header_generator	-
vulkan	renderer/include/rive/renderer/ore/ore_context_vulkan.hpp	7	cpp-include	rive/renderer/ore/ore_context.hpp	pinned-source-external	renderer/include/rive/renderer/ore/ore_context.hpp	469148e255653eff4ff4e1bc0e0bde3fd12a245eb4e39c60ac14309a3f265bff	vulkan:ore:context	-
vulkan	renderer/include/rive/renderer/ore/ore_context_vulkan.hpp	8	cpp-include	rive/renderer/vulkan/vulkan_context.hpp	owned-source	renderer/include/rive/renderer/vulkan/vulkan_context.hpp	d1491ee3c8c551e628c1189d8461aa72618e74248380f6b582ac9a9fa7729777	vulkan:ore:context	vulkan:renderer:vulkan_context
vulkan	renderer/include/rive/renderer/ore/ore_context_vulkan.hpp	9	cpp-include	functional	external-sdk-or-system	-	-	vulkan:ore:context	-
vulkan	renderer/include/rive/renderer/ore/ore_context_vulkan.hpp	10	cpp-include	utility	external-sdk-or-system	-	-	vulkan:ore:context	-
vulkan	renderer/include/rive/renderer/ore/ore_context_vulkan.hpp	11	cpp-include	vulkan/vulkan.h	external-sdk-or-system	-	-	vulkan:ore:context	-
vulkan	renderer/include/rive/renderer/vulkan/render_context_vulkan_impl.hpp	9	cpp-include	chrono	external-sdk-or-system	-	-	vulkan:renderer:render_context_vulkan_impl	-
vulkan	renderer/include/rive/renderer/vulkan/render_context_vulkan_impl.hpp	10	cpp-include	vulkan/vulkan.h	external-sdk-or-system	-	-	vulkan:renderer:render_context_vulkan_impl	-
vulkan	renderer/include/rive/renderer/vulkan/render_context_vulkan_impl.hpp	11	cpp-include	rive/renderer/render_context_impl.hpp	pinned-source-external	renderer/include/rive/renderer/render_context_impl.hpp	36637574e720c6a3f08ab4a4afefed861fe01ff0820bb2095d4a050027d2a3df	vulkan:renderer:render_context_vulkan_impl	-
vulkan	renderer/include/rive/renderer/vulkan/render_context_vulkan_impl.hpp	12	cpp-include	rive/renderer/vulkan/vulkan_context.hpp	owned-source	renderer/include/rive/renderer/vulkan/vulkan_context.hpp	d1491ee3c8c551e628c1189d8461aa72618e74248380f6b582ac9a9fa7729777	vulkan:renderer:render_context_vulkan_impl	vulkan:renderer:vulkan_context
vulkan	renderer/include/rive/renderer/vulkan/render_target_vulkan.hpp	7	cpp-include	rive/renderer/render_target.hpp	pinned-source-external	renderer/include/rive/renderer/render_target.hpp	b84e24fcb41b77dc1c36c42cb6e39562de34037db3895c017e9ca38104fbb690	vulkan:renderer:render_target	-
vulkan	renderer/include/rive/renderer/vulkan/render_target_vulkan.hpp	8	cpp-include	rive/renderer/vulkan/vulkan_context.hpp	owned-source	renderer/include/rive/renderer/vulkan/vulkan_context.hpp	d1491ee3c8c551e628c1189d8461aa72618e74248380f6b582ac9a9fa7729777	vulkan:renderer:render_target	vulkan:renderer:vulkan_context
vulkan	renderer/include/rive/renderer/vulkan/render_target_vulkan.hpp	9	cpp-include	vulkan/vulkan.h	external-sdk-or-system	-	-	vulkan:renderer:render_target	-
vulkan	renderer/include/rive/renderer/vulkan/vkutil.hpp	7	cpp-include	rive/refcnt.hpp	pinned-source-external	include/rive/refcnt.hpp	5a3c11ae5b6c5615c9bc8f719b0bcaa770984ef4a18381891e266936b2f2df7d	vulkan:renderer:vkutil	-
vulkan	renderer/include/rive/renderer/vulkan/vkutil.hpp	8	cpp-include	rive/renderer/gpu.hpp	pinned-source-external	renderer/include/rive/renderer/gpu.hpp	97ac849899dedb73a37a8958c58330862482337682b18f99d9b116f052640c9f	vulkan:renderer:vkutil	-
vulkan	renderer/include/rive/renderer/vulkan/vkutil.hpp	9	cpp-include	rive/renderer/gpu_resource.hpp	pinned-source-external	renderer/include/rive/renderer/gpu_resource.hpp	6c291074e9b87e0534a7266592e92108b1195be95fd74bd58718398eede214e0	vulkan:renderer:vkutil	-
vulkan	renderer/include/rive/renderer/vulkan/vkutil.hpp	10	cpp-include	rive/renderer/texture.hpp	pinned-source-external	renderer/include/rive/renderer/texture.hpp	297c615ee0de054e28d2d6067316ac39b89fa3cea4de19d2b23aaf96395432b9	vulkan:renderer:vkutil	-
vulkan	renderer/include/rive/renderer/vulkan/vkutil.hpp	11	cpp-include	cassert	external-sdk-or-system	-	-	vulkan:renderer:vkutil	-
vulkan	renderer/include/rive/renderer/vulkan/vkutil.hpp	12	cpp-include	stdio.h	external-sdk-or-system	-	-	vulkan:renderer:vkutil	-
vulkan	renderer/include/rive/renderer/vulkan/vkutil.hpp	13	cpp-include	stdlib.h	external-sdk-or-system	-	-	vulkan:renderer:vkutil	-
vulkan	renderer/include/rive/renderer/vulkan/vkutil.hpp	14	cpp-include	vulkan/vulkan.h	external-sdk-or-system	-	-	vulkan:renderer:vkutil	-
vulkan	renderer/include/rive/renderer/vulkan/vulkan_context.hpp	7	cpp-include	rive/renderer/gpu_resource.hpp	pinned-source-external	renderer/include/rive/renderer/gpu_resource.hpp	6c291074e9b87e0534a7266592e92108b1195be95fd74bd58718398eede214e0	vulkan:renderer:vulkan_context	-
vulkan	renderer/include/rive/renderer/vulkan/vulkan_context.hpp	8	cpp-include	rive/renderer/vulkan/vkutil.hpp	owned-source	renderer/include/rive/renderer/vulkan/vkutil.hpp	a953efddf15863a2bd98e4e747581785bd1e852ae1f6491693ee2e30a568115c	vulkan:renderer:vulkan_context	vulkan:renderer:vkutil
vulkan	renderer/src/ore/vulkan/ore_bind_group_layout_vulkan.hpp	2	cpp-include	rive/renderer/ore/ore_bind_group_layout.hpp	pinned-source-external	renderer/include/rive/renderer/ore/ore_bind_group_layout.hpp	c6730020e893736b70f0da1f525aca68e35968ee67ce6c80ef0c3d1478e2698a	vulkan:ore:bind_group_layout	-
vulkan	renderer/src/ore/vulkan/ore_bind_group_layout_vulkan.hpp	3	cpp-include	vulkan/vulkan.h	external-sdk-or-system	-	-	vulkan:ore:bind_group_layout	-
vulkan	renderer/src/ore/vulkan/ore_bind_group_vulkan.cpp	5	cpp-include	ore_bind_group_vulkan.hpp	owned-source	renderer/src/ore/vulkan/ore_bind_group_vulkan.hpp	e0579ebf40af1789cd74908acd14bc468ff9583431ae0c064999f194dfa40b37	vulkan:ore:bind_group	vulkan:ore:bind_group
vulkan	renderer/src/ore/vulkan/ore_bind_group_vulkan.cpp	6	cpp-include	ore_buffer_vulkan.hpp	owned-source	renderer/src/ore/vulkan/ore_buffer_vulkan.hpp	14324b56728e053d8d1d5061d6375bd7a16cef8bf10888a9a7db8cfb4ee38b22	vulkan:ore:bind_group	vulkan:ore:buffer
vulkan	renderer/src/ore/vulkan/ore_bind_group_vulkan.cpp	8	cpp-include	cassert	external-sdk-or-system	-	-	vulkan:ore:bind_group	-
vulkan	renderer/src/ore/vulkan/ore_bind_group_vulkan.hpp	2	cpp-include	rive/renderer/ore/ore_bind_group.hpp	pinned-source-external	renderer/include/rive/renderer/ore/ore_bind_group.hpp	6896d231c320cf44dfe1373b1507b74d0f0ff38cbbc00ce7f917b44bb7da8933	vulkan:ore:bind_group	-
vulkan	renderer/src/ore/vulkan/ore_bind_group_vulkan.hpp	3	cpp-include	rive/renderer/ore/ore_context_vulkan.hpp	owned-source	renderer/include/rive/renderer/ore/ore_context_vulkan.hpp	2a72affe28481f467a249185998c6dfbe325bfb75663ff524ae9b025930672fd	vulkan:ore:bind_group	vulkan:ore:context
vulkan	renderer/src/ore/vulkan/ore_bind_group_vulkan.hpp	4	cpp-include	vector	external-sdk-or-system	-	-	vulkan:ore:bind_group	-
vulkan	renderer/src/ore/vulkan/ore_buffer_vulkan.cpp	5	cpp-include	ore_buffer_vulkan.hpp	owned-source	renderer/src/ore/vulkan/ore_buffer_vulkan.hpp	14324b56728e053d8d1d5061d6375bd7a16cef8bf10888a9a7db8cfb4ee38b22	vulkan:ore:buffer	vulkan:ore:buffer
vulkan	renderer/src/ore/vulkan/ore_buffer_vulkan.cpp	7	cpp-include	vk_mem_alloc.h	external-sdk-or-system	-	-	vulkan:ore:buffer	-
vulkan	renderer/src/ore/vulkan/ore_buffer_vulkan.cpp	9	cpp-include	cassert	external-sdk-or-system	-	-	vulkan:ore:buffer	-
vulkan	renderer/src/ore/vulkan/ore_buffer_vulkan.cpp	10	cpp-include	cstring	external-sdk-or-system	-	-	vulkan:ore:buffer	-
vulkan	renderer/src/ore/vulkan/ore_buffer_vulkan.cpp	11	cpp-include	iostream	external-sdk-or-system	-	-	vulkan:ore:buffer	-
vulkan	renderer/src/ore/vulkan/ore_buffer_vulkan.hpp	2	cpp-include	rive/renderer/ore/ore_buffer.hpp	pinned-source-external	renderer/include/rive/renderer/ore/ore_buffer.hpp	7dbbde930d2bc799718a0fb3eeca9a2f4f7ac585a1241493f3f09f452552d79b	vulkan:ore:buffer	-
vulkan	renderer/src/ore/vulkan/ore_buffer_vulkan.hpp	3	cpp-include	rive/renderer/vulkan/vulkan_context.hpp	owned-source	renderer/include/rive/renderer/vulkan/vulkan_context.hpp	d1491ee3c8c551e628c1189d8461aa72618e74248380f6b582ac9a9fa7729777	vulkan:ore:buffer	vulkan:renderer:vulkan_context
vulkan	renderer/src/ore/vulkan/ore_buffer_vulkan.hpp	4	cpp-include	vector	external-sdk-or-system	-	-	vulkan:ore:buffer	-
