schema_version	upstream_ref	unit	upstream_path	field	cpp_ownership	rust_shape	threading	concrete_native_downcast_seam	release_invariant	failure_invariant	status	evidence
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	ore-buffer	renderer/src/ore/metal/ore_buffer_metal.hpp	m_ctx	non-owning raw ContextMetal pointer	Weak<ContextMetalInner> or lifetime-bound reference	recording thread	exact context supplies device/current/completed serial	must not retain context; upstream assumes context outlives buffer	post-context update would dereference stale pointer; topology unresolved	review-needed	cpp:renderer/src/ore/metal/ore_buffer_metal.hpp:52; cpp:renderer/src/ore/metal/ore_buffer_metal.mm:11-59; cpp:renderer/src/ore/metal/ore_context_metal.mm:416-442
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	ore-pipeline	renderer/src/ore/metal/ore_pipeline_metal.hpp	m_mtlPipeline,m_mtlDepthStencil	ARC strong pipeline state plus optional ARC depth-stencil state	Retained<MTLRenderPipelineState>,Option<Retained<MTLDepthStencilState>>	creation/read-only	direct native owners	release with pipeline; pass retains logical pipeline	pipeline error/nil fails factory before publication; depth stays optional for no-depth	prepared	cpp:renderer/src/ore/metal/ore_pipeline_metal.hpp:10-21; cpp:renderer/src/ore/metal/ore_context_metal.mm:615-836
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	ore-context-render-pass	renderer/src/ore/metal/ore_render_pass_metal.hpp	m_mtlEncoder,m_mtlCommandBuffer,m_mtlIndexBuffer,m_mtlIndexType,m_mtlIndexBufferOffset,m_mtlPrimitiveType,m_currentPipeline	optional ARC native owners, native values, strong rcp pipeline	Option<Retained native handles>,native values,Option<Arc<dyn Pipeline>>	recording; GPU asynchronous	direct native handles; pipeline downcast PipelineMetal	finish clears encoder/command buffer; replacement/drop releases index/pipeline; move nulls source	drawIndexed requires buffer; unsupported enums unreachable; incompatible pipeline leaves prior state	prepared	cpp:renderer/src/ore/metal/ore_render_pass_metal.hpp:50-66; cpp:renderer/src/ore/metal/ore_render_pass_metal.mm:11-313
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	ore-sampler	renderer/src/ore/metal/ore_sampler_metal.hpp	m_mtlSampler	optional ARC strong id<MTLSamplerState>	Option<Retained<MTLSamplerState>>	creation/read-only recording	direct native; bind group copies strong owner	owner releases with sampler; bind group may outlive it	newSamplerState nil still returns live SamplerMetal	prepared	cpp:renderer/src/ore/metal/ore_sampler_metal.hpp:9-18; cpp:renderer/src/ore/metal/ore_context_metal.mm:565-590; cpp:renderer/src/ore/metal/ore_context_metal.mm:961-975
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	ore-shader-module	renderer/src/ore/metal/ore_shader_module_metal.hpp	m_mtlLibrary	ARC strong id<MTLLibrary>; transiently nil only before factory validation	Retained<MTLLibrary>	creation/read-only pipeline build	direct native; pipeline downcasts module	release with module; created pipeline states own dependencies	NSError or nil library returns null before owner publication/binding-map apply	prepared	cpp:renderer/src/ore/metal/ore_shader_module_metal.hpp:9-19; cpp:renderer/src/ore/metal/ore_context_metal.mm:593-612; cpp:renderer/src/ore/metal/ore_context_metal.mm:642-670
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	ore-texture	renderer/src/ore/metal/ore_texture_metal.hpp	m_mtlTexture	ARC strong id<MTLTexture>; transiently nil only before factory validation	Retained<MTLTexture>	recording/upload caller-serialized	direct native; consumers copy/borrow concrete handle	factory publishes only nonnil handle; other native owners can outlive logical texture	allocation exception/nil fails before publication; upload data span is validated before unsafe call	prepared	cpp:renderer/src/ore/metal/ore_texture_metal.hpp:9-19; cpp:renderer/src/ore/metal/ore_texture_metal.mm:11-34; cpp:renderer/src/ore/metal/ore_context_metal.mm:445-520
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	ore-texture	renderer/src/ore/metal/ore_texture_metal.hpp	m_mtlTextureView	optional ARC strong id<MTLTexture>	Option<Retained<MTLTexture>>	creation/read-only recording	None resolves through strongly retained TextureMetal source	release native view; base retains source; consumers may retain returned handle	MSAA and failed native view both yield None/fallback and remain conflated	prepared	cpp:renderer/src/ore/metal/ore_texture_metal.hpp:22-40; cpp:renderer/src/ore/metal/ore_context_metal.mm:523-562
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	ore-sampler	renderer/include/rive/renderer/ore/ore_sampler.hpp	-	no direct fields; inherited RefCnt.m_refcnt and GPUResource.m_manager are ledgered above	zero-sized Sampler payload inside ResourceHandle<SamplerMetal>	construction/drop	concrete SamplerMetal payload identity required	ResourceHandle is the sole manager/refcount owner	no additional direct state or duplicate manager	prepared	cpp:renderer/include/rive/renderer/ore/ore_sampler.hpp:1-31; rust:crates/nuxie-ore-metal/src/sampler.rs:13
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	gpu-resource	renderer/src/gpu_resource.cpp	-	behavior-only translation unit; no field declarations	ResourceHandle release, GpuResourceManager advance/release/shutdown, root-owner cycle break, and GpuResourcePool acquire/recycle methods over ledgered state	atomic handle operations may occur on workers; manager state serializes first; pool state serializes second; concrete Drop runs outside locks	erased allocations dispatch the exact payload destructor and preserve derived-payload-before-manager order	pre-first-frame, caught-up, in-flight FIFO, recycle, trim, and shutdown behavior follows the common rows	underflow, counter regression, unsafe frame order, nonunique recycle, lock-order inversion, and unbroken shutdown cycles are rejected by construction/assertion	prepared	cpp:renderer/src/gpu_resource.cpp:1-119; rust:crates/nuxie-ore-metal/src/gpu_resource.rs:700; rust:crates/nuxie-ore-metal/src/gpu_resource.rs:725; rust:crates/nuxie-ore-metal/src/gpu_resource.rs:841
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	ore-binding-map	renderer/src/ore/ore_binding_map.cpp	-	behavior-only translation unit; no field declarations	methods on BindingMap	construction/tooling thread	native-slot values remain backend-neutral	see ore-binding-map rows	see ore-binding-map rows	prepared	cpp:renderer/src/ore/ore_binding_map.cpp:1-189
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	ore-bind-group-layout	renderer/src/ore/ore_bind_group_layout.cpp	-	behavior-only translation unit; no field declarations	validation methods over ledgered layout/map state	creation/validation thread	none	no additional owner	returns detailed validation errors	prepared	cpp:renderer/src/ore/ore_bind_group_layout.cpp:1-244
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	ore-bind-group	renderer/src/ore/metal/ore_bind_group_metal.mm	-	empty implementation translation unit	no additional Rust state	-	-	-	-	prepared	cpp:renderer/src/ore/metal/ore_bind_group_metal.mm:1-8
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	ore-buffer	renderer/src/ore/metal/ore_buffer_metal.mm	-	behavior-only translation unit; no field declarations	methods on BufferMetal	caller-serialized recording thread	direct MTLBuffer operations	see metal-buffer rows	see metal-buffer rows	prepared	cpp:renderer/src/ore/metal/ore_buffer_metal.mm:1-76
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	ore-context-render-pass	renderer/src/ore/metal/ore_context_metal.mm	-	behavior-only translation unit; no field declarations	methods/helpers over all concrete Metal owners	recording plus completion thread	central checked-downcast and native-conversion authority	see Metal rows	factory/validation behavior ledgered on consuming rows	prepared	cpp:renderer/src/ore/metal/ore_context_metal.mm:1-1344
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	ore-pipeline	renderer/src/ore/metal/ore_pipeline_metal.mm	-	empty implementation translation unit	no additional Rust state	-	-	-	-	prepared	cpp:renderer/src/ore/metal/ore_pipeline_metal.mm:1-8
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	ore-context-render-pass	renderer/src/ore/metal/ore_render_pass_metal.mm	-	behavior-only translation unit; no field declarations	methods on RenderPassMetal	recording thread	direct encoder/buffer/pipeline operations	see metal-render-pass rows	validation/assertion behavior ledgered there	prepared	cpp:renderer/src/ore/metal/ore_render_pass_metal.mm:1-314
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	ore-sampler	renderer/src/ore/metal/ore_sampler_metal.mm	-	empty implementation translation unit	no additional Rust state	-	-	-	-	prepared	cpp:renderer/src/ore/metal/ore_sampler_metal.mm:1-8
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	ore-shader-module	renderer/src/ore/metal/ore_shader_module_metal.mm	-	empty implementation translation unit	no additional Rust state	-	-	-	-	prepared	cpp:renderer/src/ore/metal/ore_shader_module_metal.mm:1-5
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	ore-texture	renderer/src/ore/metal/ore_texture_metal.mm	-	behavior-only translation unit; no field declarations	upload method on TextureMetal	caller-serialized upload thread	direct MTLTexture replaceRegion	no retained upload input	asserts and bytesPerImage behavior ledgered on descriptor/texture rows	prepared	cpp:renderer/src/ore/metal/ore_texture_metal.mm:1-37
